"Name","URL","Class","Status","Description"
"Mathify","http://www.mathify.me/",,"Active","Mathify helps textbook publishers make math interactive and engaging. By bringing together Learning Science, Game Design and Machine Learning, we help publishers produce cutting-edge digital instruction. Mathify makes digital math effective and fun! "
"Matter.io","http://www.matter.io/",,"Active","We’re building a whole new way to create, share and print 3D models right from your browser. As easy as applying a photo filter."
"Mavrck","http://www.mavrck.co/",,"Active","Maverick Capital, Ltd. is an employee owned hedge fund sponsor. The firm provides its services to pooled investment vehicles."
"Meal Ticket","http://getmealticket.com/",,"Active","Meal Ticket's software platform provides actionable business intelligence and enables a direct marketing channel to the restaurant operator. This software allows manufacturers in the $600B food service industry to more effectively target and reach the independent operator segment. It is the industry's only software solution focused on the food service supply chain, giving vendors a way to increase their promotion sales rates, sales of time sensitive product, and client loyalty."
"Medicast","https://www.medicast.co/",,"Active","Medicast is a healthcare technology service that connects patients with nearby on-call doctors 24 hours a day, to deliver high quality, compassionate care in the comfort of a patient’s own home, office, or hotel and all with the click of a button on Medicast's website or on the Medicast mobile app."
"Memoir","http://yourmemoir.com/",,"Active","Memoir transforms your photos, the places you go, and your social media into memories that can be relived when they’re most interesting to you. As soon as you request them, the photos your friends choose to share with you become part of your Memoir seamlessly. You can find memories and photos by people, places, dates, context, and more - no tagging or organization required. Memoir discovers photos and memories wherever they were created - iPhone cameras, DSLR’s, Instagram, Facebook, Foursquare - even on your computer. With Memoir, all of your photos and memories are backed up securely to the cloud."
"Memrise","http://www.memrise.com/",,"Active","Memrise is an online learning platform that combines the best insights from the art and science of memory to provide extraordinarily effective, game-like learning experiences. Memrise was founded by Greg Detre, who recently completed his PhD in the neuroscience of forgetting at Princeton; and Ed Cooke, a Grandmaster of Memory who can learn a 1000 digit number in an hour. Together, we want to transform the speed and ease with which anybody can learn. We started at the deep end with Chinese characters, one of the hardest and most critical learning problems around. With the help of our users, we’ve since begun to cover dozens of languages from around the world."
"MentorMob","http://www.mentormob.com/",,"Active","MentorMob is the world's first lifestyle learning site, where you can start, enhance or master any skill or hobby for free."
"MetricsHub","https://www.metricshub.com/",,"Acquired","MetricsHub offers cloud monitoring that keeps web applications up and running for the lowest possible cost. MetricsHub tracks key metrics and takes automatic actions in order to save money on cloud hosting bills, time spent on server administration and improve business continuity. MetricsHub is essential to the operational success of the growing number of companies with IT and product groups using cloud services (e.g. Microsoft Azure)."
"MightySignal","http://www.mightysignal.com/",,"Active","We tell B2B companies who to sell to"
"MobilDevHQ","http://www.mobiledevhq.com/",,"Acquired","The best mobile app marketing tools: App Store Optimization (ASO - SEO for apps)."
"MobIntent","http://www.mobintent.com/",,"Failed","MobIntent is building tools to simplify the process of creating, managing and optimizing mobile ad campaigns."
"Mocavo","http://www.mocavo.com/",,"Acquired","Mocavo is the world’s largest genealogy search engine with more than 6 Billion names in the index. On Mocavo.com, users can search across millions of family history resources, from one centralized website. To make the search experience more engaging, Mocavo connects researchers through similar searches and family trees. With a paid Mocavo Plus account, users are given advanced search options and automated results for new content coming online. This allows for users, both new and experienced in genealogy, to take full advantage of the Mocavo search engine."
"Modabound","http://www.modabound.com/",,"Active","Modabound connects women who live near one another so they can buy and sell fashion items with each other. Modabound is unlike any other marketplace because it connects women who live near one another and make shopping more comforting and easy. Our members know exactly what they’re purchasing and they don’t have to bother mailing items. We’re making their buying and selling experience seamless, and that is why women will come to Modabound whenever they feel like refreshing their wardrobes."
"modern guild","http://www.modernguild.com/",,"Active","modern guild is an online career mentoring program that offers college students a series of of 1-on-1, online career prep courses taught by real world professionals and trained career coaches. The program is open to all students regardless of financial means, and the most driven and motivated students are selected. modern guild has helped over 100 students from top universities, including Boston College, University of Michigan, UNC at Chapel Hill and Columbia University, to better understand their career angst and improved their job prospects."
"Mogotest","http://mogotest.com/",,"Failed","Mogotest is a front-end testing and verification tool designed to help companies ensure that their web sites render properly across various web browsers and platforms. Mogotest can spider your web site or test individual pages to help you spot browser inconsistencies and areas in need of optimization. We take the pain out of web testing so you can focus on building the features that make your product truly unique."
"Moni","http://moni.to/",,"Active","Moni is at the intersection of mobile and the remittance industry. We are re-architecting remittance from the ground up with mobility at its core. Moni customers can set up an account and initiate money transfers from a mobile device or tablet within minutes. Our app enables them to transfer of funds from their bank account directly into a recipient's bank account abroad or to mobile wallet. By combining an intuitive interface with tracking and advanced account management features, we bring transparency and convenience to the way millions of people send money home."
"Monkey Analytics","http://monkeyanalytics.com/",,"Failed","Monkey Analytics powered mathematics and data analysis in the cloud by providing on-demand computing resources, analysis tools, and a socially driven marketplace for analysts, algorithms, and data."
"Mortar Data","http://www.mortardata.com/",,"Active","Our Hadoop PaaS gets software engineers and data scientists up and running in an hour with no special training. Mortar makes custom big data work exceptionally easy by leveraging existing skills and tools. Using our APIs, Mortar is easy to integrate into your data pipeline. And Mortar is a cloud service, so you pay for just what you need, never hit a ceiling, and never need to worry about scaling again."
"Moveline","https://www.moveline.com/",,"Active","Moveline is a web startup that makes it easy for people who are preparing for a long-distance move to quickly gather the information they need to save money and make smart moving decisions. We’re building a web application that makes it simple for people to learn about their options for moving their stuff and answer important questions like “how much will it cost to hire a moving company?” and “what size truck do I need?”"
"Murfie","http://www.murfie.com/",,"Active","Murfie is an online music service for your CD collection; a throwback to your neighborhood record store with a digital update. We offer a buying, selling and trading community for music lovers who want traditional ownership with the convenience of remote storage and digital access. Our HQ is located in Madison, WI, but Murfie is everywhere."
"MyBetterFit","http://betterfittechnologies.com/",,"Failed","BetterFit Technologies is committed to facilitating data-driven healthcare decisions for patients and providers. Their approach to prescribing considers the unique complexities of the patient not just what’s known about their drugs. Their first product is MyBetterFit, a tool which helps women find the right method of hormonal birth control to minimize side effects and optimize for price and convenience."
"Naritiv","https://www.cogo.tv/",,"Active","Marketing & analytics for micro-content, starting with Snapchat (Techstars/Disney S14)"
"Native","https://nativeapp.com/",,"Active","Curated local places to go and things to do, delivered daily"
"NBD Nano","http://nbdnano.com/",,"Active","NBD uses layer-by-layer self-assembly coatings to enhance condensation and heat transfer performance. NBD has proprietary coatings licensed out of top universities and is building a world class team."
"NConnex","http://www.nconnex.com/",,"Active","We develop sophisticated and mobile-based technologies that digitize and merge the products and environments seamlessly, creating a new shopping experience by allowing consumers to put home furnishing products in their desired space. By providing greater confidence to buyers, it helps home furnishing retailers, art galleries, real estate businesses close deals more quickly."
"Nestio","http://nestio.com/",,"Active","Looking for a new place to live is frustrating, stressful and time-consuming. Listings are scattered, false advertisements are everywhere, and dead-ends are common. Nestio is the easiest way for consumers to make the best and most informed decision on their next home."
"Neurala","http://neurala.com/",,"Active","Brains for bots"
"Newsela","http://newsela.com/",,"Active","Newsela provides daily news articles from top national and regional newspapers, all written at five reading levels. Initially targeting grade 3-12 classrooms, Newsela automatically gives each reader the level of an article that’s just right for his or her reading ability, while empowering them change levels with a single click. Embedded quizzes track students’ reading process and mastery of Common Core standards. Customized analytics sent to teachers and students provide actionable insights designed to improve reading ability. Newsela is a winner of the Gates Foundation Literacy Courseware Challenge. Almost 4,000 schools in 50 states and 52 countries have registered for Newsela since its June 2013 launch. We built Newsela for the 20mm U.S. students in grades 3-12 who will never be able to understand college-level textbooks, 90mm Americans reading at a basic or lower level, 1 billion English language learners globally, and anyone who has ever struggled to understand the content they want to read."
"Nexercise","http://www.nexercise.com/",,"Active","Nexercise is Mobile Motivation to Exercise and Lose Weight. For free. We like to call it “Motivation in your pocket.” We built Nexercise to help everyday people get off the couch to start and stick with fitness and healthy lifestyles. People are passionately telling us how Nexercise has changed their lives and is helping them reach their goals. We have tracked over 100M minutes of physical activity and over 3M exercise sessions."
"NexLP","http://www.nexlp.com/",,"Active","NexLP is an analytics software company, focused on the eDiscovery and Information Governance industry. Our web-based software application, Story engineTM helps corporations reduce their spend on legal and compliance related services by utilizing our powerful text analytics and visualization technology. NexLP was recently mentioned in national magazine as ""one of the most interesting companies to watch in the eDiscovery and Compliance industry."
"Next Big Sound","http://www.nextbigsound.com/",,"Active","Analytics for the Music Industry"
"Nextly","http://nextly.com/",,"Active","Nextly lets you browse handpicked collections of webpages, and curate your own. "
"NextStep.io","http://nextstep.io/",,"Active","NextStep.io is not just about what you want to do next, but who is going to help get you there - connect your activity with a personal trainer or wellness coach to ‪#‎OwnToday‬ With NextStep.io, consumers have the unique ability to: •"
"NMRKT","http://nmrkt.com/",,"Active","Monetizing online infleunce with eShops"
"Notion","http://notion.is/",,"Active","Home intelligence is a concept that hasn't been possible until now. For years, security systems have only detected things like doors opening, windows breaking or alarms going off. These alerts only skim the surface of what Notion is capable of. With Notion, you can know things like how full a propane tank is, when your child returns from school, the second there is a water leak, if a gun safe has been accessed and much more. In fact, this is exactly why we built Notion; to allow you to monitor what you want in a way that makes sense for you and your family."
"NoviCap","http://www.novicap.com/",,"Active","NoviCap is a FinTech start-up aiming to revolutionize the way businesses source financing. Our technology and business model allows professional investors to provide working capital to businesses directly. This way, businesses can focus on growing their business and not their outstanding invoices."
"Nveloped","https://nveloped.com/",,"Failed","Helps companies reliably deliver secure email (bills, health info, etc.) directly to a user's inbox without plugins or portals"
"Occipital","http://www.occipital.com/",,"Active","Occipital is creating world-class computer vision products for mobile platforms."
"OFunnel","http://www.ofunnel.com/",,"Active","Introductions for Business Growth"
"ollo wearables","http://www.ollowearables.com/",,"Active","ollo is developing a smart care system that empowers care givers and seniors. It enhances communication every moment of everyday- not just emergencies. Everyone is familiar with ""I've Fallen and I Can't Get Up"". Since 1989, it's touched nearly every US household. It’s an essential service that hasn’t changed in 30 years. Millions of elderly people live alone. Tragically, tens of thousands of people die alone from fall injuries or sudden illness like stroke or heart failure. They’re rendered immobile and can’t call for help, and are discovered too late. The average time between injury and discovery is 18hrs (AARP). Connecting elderly persons to their families helps them retain independence & quality of life, minimizes the risk of severe injury or death, and delays the transition into institutional care. The lack of a smart care system places tremendous strain on carer givers, every day they check and wonder if Mom is OK. ollo provides assurance every minute of the day that Mom is well. Ollo’s voice controlled device (called ‘Loop’) is a fully functional cell phone. Worn on the body, it tracks daily activity, heart rate, location, fall and motion detection. With just a single button, it’s “touch and talk” to anyone."
"Oneforty","http://oneforty.com/",,"Acquired","oneforty is the Social Business Hub. We’re a buyers’ guide for businesses who want to invest wisely in doing social right. Social business is shaping up to be a huge market opportunity plagued by massive complexity and uncertainty about how to invest in tools, training and expertise. We’re serve as the “buyers’ guide” for social strategists, marketers and other corporate buyers. B2B platform for figuring out what to do in social business and how to invest your budget in tools, experts and other services access to your peers - find out what others are doing and how you measure up Business content helping buyers understand what to do, how to do it and which tools and experts can help Listings/ratings & reviews of: tools and social business pros (agencies and consultants) Discovery & comparisons engine (and marketing platform) for serious business tools"
"Onion Corporation","https://onion.io/",,"Active","Onion offers state-of-the-art cloud platform for intelligent Internet of Things applications. Our platform takes complexities out of creating connected devices and drastically reduces product time to market. Using the Onion platform, product companies can focus on core-competencies of designing and marketing innovative connected products without worrying about server maintenance, network security and device management. "
"OnSwipe","http://onswipe.com/",,"Acquired","Onswipe is a platform that provides a way for publishers of all sizes to make their content and advertising a beautiful experience on touch-enabled devices via Web browser. With Onswipe, media content and advertising will appear and function as they do on native websites and applications, providing a magazine-like experience on touch devices. Onswipe addresses a growing industry need with tablet use on the rise."
"OP3Nvoice","http://www.op3nvoice.com/",,"Active","We make video and audio searchable. Anyone can add video search to their business using our API "
"Orbotix","http://www.gosphero.com/",,"Active","Phone control of physical devices-"
"Ordr.in","http://ordr.in/",,"Active","Ordr.in is a universal restaurant ecommerce platform, connecting any online or mobile ordering system to any app or site through APIs. We aggregate online food ordering systems from all over the country into an organized marketplace. Thousands of restaurants linked together through software, not phone and fax, that can be accessed through our APIs anyone can easily access this market. Our mission is to increase the number of ways consumers connect with restaurants, and restaurants with consumers. Every restaurant everywhere connected to customers through an efficient digital platform."
"Osper","https://www.osper.com/",,"Active","Teaching young people to manage money responsibly."
"Outline","http://www.outline.com/",,"Active","Outline builds public policy simulators for city and state governments. Formerly Politify"
"Outreach","http://www.outreach.io/",,"Active","Talent prospect engagement engine. Reach prospects at scale through human-personalized, A/B tested email outreach."
"Overtime Media","http://shelby.tv/",,"Active","Overtime Media develops web solutions for athletics. "
"Ovuline","http://www.ovuline.com/",,"Active","ovuline is a fertility monitoring tool for women who want to maximize their chance to get pregnant. It can also be used for natural family planning, to prevent conception. Unlike other similar tools, it is built by expert statisticians, in what we believe is the most accurate fertility monitoring algorithm on the web."
"Owlet","http://owletcare.com/",,"Active","Owlet is an innovative vitals monitor, using pulse oximetry to monitor blood oxygen levels and heart rate of babies. Owlet is a small bootie that the baby wears while sleeping. It signals heartrate and respiration and you can check in on your baby via a mobile device."
"Package Zen","http://packagezen.com/",,"Active","Effortless delivery and package management starting with solutions for front desks, doormen, and mailrooms."
"Pact","http://www.gympact.com/",,"Active","GymPact is a check-in app that uses cash incentives to get you to the gym! Members make a Pact of how many days a week they want to exercise, and how much they will put on the line to pay if they DO NOT get to the gym. If they meet their Pact by checking in at their gym with our Smartphone app, they receive cash rewards, paid for by those who did not exercise! Members get a double incentive to get to the gym, and GymPact takes a cut when we pay out to members who successfully met their Pact. GymPact is the only fitness technology to use both positive and negative incentives, and that has allowed us to be 90% effective at getting people in our pilots to the gym and to give real rewards using the money paid by non-exercisers."
"PanOpen","http://www.panopen.com/",,"Active","A SaaS software platform / institutional ecosystem to support use of open educational resources (OER)."
"ParLevel Systems","http://www.parlevelsystems.com/",,"Active","ParLevel develops hardware and software to provide intelligent solutions to the vending industry. The company’s first product, ParLevel Box, retrofits both dinosaur-old vending machines as well as newer machines, and gives them a voice. This device, can connect almost any vending machine in the U.S. This has never been possible before. All of the vending machines’ activity is reported to a cloud-based, easy-to-use, and real-time vending management system where vendors can get full insight into their business, reduce operational costs, and maximize profits."
"Pathful","http://pathful.com/",,"Active","A Web analytics platform that captures every visitor interaction with every element on a website automatically, making it easier for marketers and designers to understand visitor behavior."
"Pathgather","http://pathgather.com/",,"Active","Pathgather is a social learning platform for companies that connects people around personal and professional development. We help employees discover great learning content, get recognized for their achievements, learn from the experts around them, and grow to become experts themselves."
"Paymins","http://www.paymins.com/",,"Active","PayMins provides an easy way to accept mobile phone payments. There has been a key evolution in mobile operator payment technology and a big opportunity exists to offer it to smaller organizations, content owners and developers. This technology can significantly increase conversion rates and also opens up the opportunity to tap into a huge market of consumers that don't have credit cards. We're a team with a background in telecoms and building high volume transaction businesses. We're backed by Telefonica, the 5th largest mobile operator in the world."
"Peerby","http://www.peerby.com/",,"Active","Peerby is a Dutch startup that operates a peer-to-peer sharing service for products. Users can share or request items from people in their neighborhood online, via their mobile or via social media channels. The product was launched (beta) for Amsterdam in August 2012, but the team is rapidly expanding to other areas too."
"People's Software Company","http://peoplessoftware.com/",,"Failed","People’s Software Company created WhozAround? a new messaging and scheduling framework that gives you a better way to plan and schedule on the go. WhozAround? works across your social networks, contact lists, and delivery formats to allow you message in whatever environment you prefer–email, SocNet, phone directory–and then turn your events into a nice clean feed you can output. PSCo launched at TechStars Boulder 2008 but failed to gain traction and subsequently shut down."
"Perfect","http://www.perfectglassapp.com/",,"Active","We take your videos you record on Google Glass and create an ongoing movie for your life. Users record the things in life they want to remember, three seconds at a time, and we do all the editing to make it look great."
"Pickie","http://www.pickie.com/",,"Acquired","Designed for the iPad, Pickie is re-imagining the catalog shopping experience. Your Pickie catalog is curated by the sources you trust, actionable, and enriched with content. Pickie is a top 25 app, and has been selected as one of ‘10 Essential Apps’ in the catalogs category of the app store. Pickie is available in the iPad app store"
"Piictu","http://www.piictu.com/",,"Acquired","Piictu is a powerful, fun and simple way to talk and play with your friends from your mobile phone using pictures. You simply snap a piic, post it to Piictu and your social networks, and watch it get live picture responses from your friends and community at large. In other words, Piictu is an influence-based photo gaming tool and community. Another way to look at it is as a powerfulâ€œinteractive social picture-stream generator. As a game Piictu is an awesome tool for brands to engage with their customers. As an application it is the easiest, funnest way to play, share and interact through pictures with the world, from your mobile phone."
"PillPack","https://www.pillpack.com/",,"Active","PillPack is an online pharmacy that delivers better care through simple packaging, modern technology and personalized service."
"Pivot Freight","http://pivotfreight.com/",,"Active","The ""Unbroker"" - Pivot Freight provides discounted LTL shipping rates in a simple interface without the broker margins and fees."
"PivotDesk","http://pivotdesk.com/",,"Active","PivotDesk is an office-sharing marketplace that transforms the way we think about office space from a liability into a growing business asset. By providing the tools businesses need to market, manage and monetize excess office space, and the search and match tools that startups need to find a suitable host, PivotDesk helps: Startups and small businesses find flexible, affordable, room to grow. Growing businesses profit from their dynamic space situations Build entrepreneurial density and economic development in desirable, downtown locations PivotDesk: Room for growing businesses"
"Placemeter","http://www.placemeter",,"Active","Placemeter is a platform that senses and unlocks massive amounts of data about activity in physical places.Through the use of use smart, inexpensive sensors and proprietary sensing algorithms as well as scalable big data backend tools to acquire, process and make sense of this activity data, Placemeter then delivers it to the world in real time. The Placemeter data is used by store owners to optimize their stores and get insights, reporting and comparison data on their various stores. Placemeter is also building services and applications to help our retail and services partners build better consumer experiences for their own customers: with Placemeter, consumers can check how busy places are before going, or select the best time to go and avoid the rush. "
"Placester","https://placester.com/",,"Active","Placester makes real estate advertising simple and effective. Our platform connects the industry so professionals can generate leads on a pay-for-performance basis."
"Plated","http://plated.com/",,"Active","Plated is redefining weeknight dinner. Through weekly chef-designed menus, we’re helping America to eat and live better."
"PlayCanvas","http://playcanvas.com/",,"Active","PlayCanvas was founded in London, UK in 2011 and is bringing game development into the 21st century by creating cloud-hosted game development and publishing tools. Our vision is for a social game development platform with a focus on collaboration and accessibility."
"PlayQ","http://www.playq.net/",,"Active","J-Squared Media builds social games that are distributed across popular social networks like Facebook, Myspace, and Bebo. J-Squared Media is a TechStars company."
"Plum","http://plumlife.com/",,"Active","Home Technology Simplified"
"Poptip",,,"Acquired",
"Postmaster","https://www.postmaster.io/",,"Active","Postmaster is a SaaS API for shipping that makes integration with UPS, FEDEX, and USPS easy. We make it simple for e-commerce businesses to integrate a robust logistical pipeline that saves them time and money on shipping."
"Precog","http://precog.com/",,"Acquired","Precog is a data analysis platform that helps companies productize their data assets. Precog allows companies to store, integrate, and analyze large volumes of measured data. Featuring the industry-leading implementation of Quirrel, the “R for big data” statistical language, the Precog platform allows companies to create analytics or predictive models that can be deployed as new products or features inside existing products. Companies use Precog to build analytics and reporting into their applications, to turn existing data assets into new data products that can then be resold, and to build advanced analytical features like recommendations and personalizations. Precog is the next-generation technology that spawned out of ReportGrid, a 2011 TechStar’s company. Founded by veteran technologist and entrepreneur John A. De Goes, Precog is tackling the big data productization problem head-on through a combination of innovative technology and obsessive attention to usability. Precog is funded by RTP Ventures, Resonant Ventures, David G. Cohen, and other seasoned angels. Its board of directors includes SendGrid CEO Jim Franklin, and serial entrepreneur Kirill Sheynkman."
"Prediculous","http://www.prediculous.com/",,"Acquired","Prediculous builds social games for the real world. The Prediculous portfolio of social experiences includes: Aikman Fantasy QB Allstate Challenge - 2012 BCS College Football National Championship BET Awards - 2 Big 2 Picks Prediculous.com Sporting News Bracket Insanity"
"Prime","http://stayinyourprime.com/",,"Active","One third of Americans have a chronic illness. We're all held responsible for our own health, and are expected to fill out hospital intake forms, communicate with specialists, and help our doctor plan the best care possible. For the first time ever, Prime allows people to get all their health info in one place. Prime users can answer questions about their health with confidence"
"Prism","https://www.prismmoney.com/",,"Active","The best way to manage and pay your monthly bills. Mobilligy centralizes all of your bills in one easy-to-use app. No more late fees or overdrafts!"
"Progress Innovation","http://www.usermojo.com/",,"Failed","UserMojo is a User Experience Analytics platform that takes the largely fuzzy world of User Experience and distills it down into a quantitative perspective that is actionable and easily understood."
"Project Fixup","http://projectfixup.com/",,"Active","We fix you up on great dates with interesting people. Sign up now - awesomeness guaranteed."
"Promoboxx","http://www.promoboxx.com/",,"Active","Promoboxx is a brand-to-retailer marketing platform that allows brands to launch co-branded, customized online campaigns with their retailers in order to strengthen relationships, localize national content, and reach more consumers."
"ProtoExchange","https://protoexchange.com/",,"Active","ProtoExchange is a community of Hardware Engineers. Work with an expert to help streamline and accelerate your product's development"
"proximus","http://www.proximus.io/",,"Active","Proximus has developed indoor mapping technology that allows retailers to understand consumer behaviour more effectively. We do this by using Bluetooth LE navigation technology that is unobtrusive, passive and precise. Our clients use our solution to maximise sales, enhance product placement, and track consumer engagement rates."
"Psykosoft","http://www.psykosoft.net/",,"Active","We believe in originality, We believe in personality We believe in emotions… All those things are not usually associated with software. But software is just a means to an end. And our goal is make everyone express their inner artist. Our flagship product is - Psykopaint A photo-painting online application that allow users to paint their images using a variety of color sampling techniques. "
"Pubble","http://www.pubble.io/",,"Active","What is Pubble? Pubble’s Q&A service offers you the ability to take questions no matter which channel your customer decides to contact you on (website, facebook, twitter, chat, email etc.) and surfaces this valuable information back to your website, allowing you to build powerful knowledge bases around each of your products or services. Own your community with Pubble! What does Pubble include? A suite of web apps that are designed to get your audience engaging with you on your site. These apps include different flavours of Q&A including: Core Q&A, Twitter Q&A, Facebook Q&A, Community FAQ and complimentary apps like Chat, Feedback & Polling, etc. that work with your existing site and capture in-depth data on how effectively you are engaging with your visitors. How does Pubble work? Configure your Pubble web apps in your Dashboard, then add a few lines of Javascript to the sections of your site where you want to support Q&A’s / Contact / Feedback / whatever. As your users interact with your web apps, you start to build an incredibly rich visitor engagement profile. How will Pubble help me? Your Pubble Score in your dashboard will help you to understand how well you are engaging with your visitors. Its pretty simple, the higher your Pubble score, the higher your conversion rates will be. What problem is Pubble solving? The majority of websites do a poor job at getting their visitors to engage. All the interactions happen off page - on email / contact forms and increasingly on the social web. Pubble makes it incredibly easy for visitors to your site to engage with you on your site."
"QoL","http://alv.io/",,"Active","Millions of people need respiratory training and therapy, but existing products are crude, outdated and fail to engage users over time. Respii is the first and only mobile-connected respiratory training and therapy device. Respii engages users through a rich interactive mobile and social experience, helping users practice more often and for longer stretches. This means athletes can gain longer endurance when they run, swim and cycle, chronic respiratory patients can gain more control over symptoms, and post-operative patients can recover more quickly and avoid readmission."
"Qualia","http://qualiahealth.com/",,"Active","Qualia has built a software platform that enables people living with chronic diseases to better manage their health. Qualia bridges the gap between healthcare and consumer-grade sensor technologies, using data from sensors like Fitbit and patient feedback to enable people to better track and manage their health. Our software platform uses this data to measure the overall health status of patients, by asking them specific questions about their Quality of Life. With this information, we empower both patients and providers to improve patient health while also reducing costs. For Patients Qualia’s app helps patient manage data from sensors like a Fitbit activity monitor, Withings scale, and iHealth blood pressure cuff. Qualia also prompts the patient to answer questions about their Quality of Life, an important outcome measure for their providers to track. Together, this information is used to provide patients with a greater ability to control the aspects of their life that drive changes in their quality of life. For Providers Qualia gives providers a better tool for optimizing their patients Quality of Life. With this information, providers can effectively manage patients between visits, thus resulting in better overall care for the patient at lower costs. Providers use the data as a decision support tool that allows them to quickly understand the status of their patients. Providers are overwhelmed with information already and our team’s background in healthcare allows us to fit this information seamlessly into a provider’s workflow."
"QuanTemplate","https://www.quantemplate.com/",,"Active","QuanTemplate is a revolutionary marketplace, communications and enterprise workflow technology that offers a secure web-based platform for trading risk, regulatory reporting and creating financial models for use across the (re)insurance market. Through QuanTemplate, underwriters and brokers can conduct all operational activities required to trade in the $4.6tn insurance market (6.7% of global GDP), while optimising their risk in real-time, all the time. Having launched the marketplace in London, QuanTemplate has already attracted some of the largest brokers and underwriters in the world. To build on our first-mover advantage, QuanTemplate is poised to roll out globally."
"Qunb","http://www.qunb.com/",,,"qunb is a one-stop-shop for figures. Its mission is to provide a simple search engine for everything stats-, data- or figures-related to its users. Using Google to look up stats and figures, for fact-checking purpose or for your personal or professional needs is fundamentally broken. But figures and data are what bring real punch to a business presentation, or a well-argumented blog post or article. There is no go-to-site for figures. qunb agregates data from thousands of sources, and makes them accessible to potentially everyone. Using a search bar and simple drag & drop interface, qunb provides beautiful, customizable, and easy to export graphs on any topics of interest."
"QuotaDeck","http://www.quotadeck.com/",,"Active","We are a marketplace for businesses to get in the door to to their target companies, through warm introductions on our platform. Luckily we were picked as the App of the Week and they said, 'Imagine being able to tap the networks of anybody out there that already has a relationship with your dream client.' QuotaDeck is changing the game for selling B2B. No more cold efforts. Just warm intros. Companies shorten their sales cycle & increase their close ratio. QuotaDeck is a win-win for all parties involved, it is a profit centered marketplace: warm introductions/referrals generate sales, driving revenue."
"Rallyware","http://rallyware.com/",,"Active","We enable companies to achieve goals through engaging loosely-coupled groups such as independent direct sales distributors, street teams, brand ambassadors, and volunteers. Incentivized engagement leads to more meaningful things getting done, faster growth, and higher revenues. Current enterprise software assumes management can get people to do things because they work for the company. It fails when those people are non-employees and have no obligation to perform the work. Our product addresses this failure by applying the best learnings from consumer community engagement to change the way our customers motivate and manage those people. Users benefit from earning meaningful/real/offline rewards and peer recognition through a consumer-friendly community platform. Companies achieve their meaningful/real/offline goals and get all crucial analytics and tracking in the process.We enable companies to achieve goals through engaging loosely-coupled groups such as independent direct sales distributors, street teams, brand ambassadors, and volunteers. Incentivized engagement leads to more meaningful things getting done, faster growth, and higher revenues. Current enterprise software assumes management can get people to do things because they work for the company. It fails when those people are non-employees and have no obligation to perform the work. Our product addresses this failure by applying the best learnings from consumer community engagement to change the way our customers motivate and manage those people. Users benefit from earning meaningful/real/offline rewards and peer recognition through a consumer-friendly community platform. Companies achieve their meaningful/real/offline goals and get all crucial analytics and tracking in the process."
"Ranku","http://www.techstars.com/companies/all/",,"Active","Online degrees you can be proud of from schools you trust"
"Rapt Media","http://www.raptmedia.com/",,"Active","Rapt Media is the singular, scalable, in-house creative platform driving the evolution of interactive enterprise video for companies wanting to achieve measurable business objectives using online video. Rapt Media makes online video an interactive experience, allowing creative professionals to produce content at scale that is highly engaging, converts interaction into action and provides significant ROI. Based in Boulder, CO and a graduate of the highly acclaimed TechStars program, Rapt Media’s cloud-based technology enhances enterprise videos with the click-through power of the web and creates viewer-engaging and revenue-producing assets for retailers, technology vendors, media companies and other organizations."
"Realty Mogul","http://www.realtymogul.com/",,"Active","Realty Mogul is a marketplace for accredited investors to pool money online and buy shares of pre-vetted investment properties. Realty Mogul is crowdfunding for real estate."
"Red Rover","http://redroverpilot.launchrock.com/",,"Active","Red Rover is a peer to peer learning platform. Red Rover works with both corporations and colleges, connecting users to the people they should know in their organization with an organic expert directory of individual profiles. It pulls in community-generated web content and aggregates it into a searchable, sortable, activity feed, allowing users to contribute to the knowledge base, and to quickly find relevant information. Red Rover’s extensive dashboards allow leaders to systematically track and improve engagement."
"Refresh","http://www.re-freshwater.com/",,"Active","Our mission is to make the sustainable choice an easy choice. We replace the trucking of full water bottles with a system that dispenses unique collapsible bottles, cutting transportation costs by roughly 80% while vastly reducing plastic and energy waste. Our founding team comes from RISD and the MIT Sloan School of Management, with backgrounds in product design, mechanical engineering, manufacturing, and branding."
"reKode Education","http://rekode.com/",,"Active","reKode is educating the next generation of innovators"
"Remitly","https://www.remitly.com/",,"Active","Remitly enables convenient international money transfers from a customer’s mobile phone in the USA to a mobile phone abroad. Remitly is disrupting the international remittance business (e.g. Western Union, Moneygram, etc.) by leveraging mobile wallets to provide a simple, low-cost, and more accessible product. This means changing an industry where $325 billion is transferred globally each year."
"RentMatch","http://www.rentmatch.com/",,"Active","RentMatch is the best website to find an apartment for rent. They help renters find a place to rent by partnering with the top apartment rental websites like Rent.com, MyNewplace.com, Apartments.com, Apartment Finder and ForRent to offer you thousands of quality rental listing nationwide all on one website. Whether you are looking for cheap apartments for rent in New York or a house for rent in Seattle, they can help you find a new place to rent. With easy to use filters and tools for renters, you.ll be able to sort through thousands of cheap apartment rental listings nationwide and find the perfect place to rent."
"RentMonitor","http://www.rentmonitor.com/",,"Active","RentMonitor makes it easy to be a landlord. We are the one property management solution landlords need to fill vacancies, collect rent and maximize profits."
"ReplySend","http://www.okdidit.com/",,"Active","ReplySend is a company developing software and tools for email."
"ResolutionTube","http://www.resolutiontube.com/",,"Active","Mobile customer service"
